"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b6","c6","c11_1","c12","c32","d36aa","v1501","t101","t104","t116","v1501.1","v1511","b6.1","b6_1","b13_1","b14","b15","e31","v1409","t122","v1601","v1602","v1611","v1621","v1631","v1641","v1511.1","v1501.2"
"8669",22064,"15",3,1,35,1,0,1,4,2,1,4,5,2,6048.33333333333,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8670",22068,"15",4,1,35,1,1,1,4,2,NA,4,5,13,10197,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8671",22068,"15",4,2,37,1,1,1,4,2,NA,4,5,13,10197,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8672",22072,"15",5,2,25,1,0,NA,4,2,1,6,11,7,2369,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8673",22072,"15",5,1,27,1,0,NA,4,1,1,6,11,7,2369,5934,2,1,7150,5934,3900,1,6,2002,2,2002,NA,145,890,2,NA,2,1,2,2,3900,5934
"8674",22072,"15",5,2,52,1,0,1,4,2,1,1,NA,7,2369,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8675",22076,"15",3,1,47,1,1,1,4,1,1,6,11,8,3359.33333333333,5934,2,1,7150,5934,3900,1,8,1990,1,1990,NA,145,890,2,NA,2,1,2,2,3900,5934
"8676",22076,"15",3,2,48,1,1,1,4,2,1,4,5,8,3359.33333333333,5934,2,1,7150,5934,3900,2,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8677",22076,"15",3,1,21,2,1,1,4,NA,1,11,16,8,3359.33333333333,5934,2,1,7150,5934,3900,NA,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8678",22080,"15",3,2,42,1,0,1,4,2,1,6,11,6,9218.66666666667,5934,2,1,7150,5934,3900,2,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8679",22080,"15",3,1,42,1,1,1,4,1,1,6,11,6,9218.66666666667,5934,2,1,7150,5934,3900,1,6,1998,2,1998,15,145,890,2,NA,2,1,2,2,3900,5934
"8680",22084,"15",3,1,21,2,1,1,4,1,1,6,12,13,11600,5934,2,1,7150,5934,3900,1,4,2011,2,2010,15,145,890,2,NA,2,1,2,2,3900,5934
"8681",22084,"15",3,2,51,1,1,1,4,2,1,4,5,13,11600,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8682",22084,"15",3,1,51,1,1,1,4,2,1,5,8,13,11600,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8683",22088,"15",5,1,40,1,1,1,4,2,1,6,11,1,9768.4,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8684",22088,"15",5,2,37,1,0,1,4,2,1,6,11,1,9768.4,5934,2,1,7150,5934,3900,2,NA,NA,3,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8685",22088,"15",5,1,16,2,0,1,4,NA,1,6,10,1,9768.4,5934,2,1,7150,5934,3900,NA,NA,NA,NA,NA,NA,145,890,2,NA,2,1,2,2,3900,5934
"8686",22092,"15",4,1,38,1,1,1,4,1,1,5,8,7,8095,4500,2,2,14210,4500,2800,1,11,2000,1,2000,12,15,969,2,NA,2,2,2,2,2800,4500
"8687",22092,"15",4,2,39,1,1,1,4,2,1,6,11,7,8095,4500,2,2,14210,4500,2800,2,NA,NA,4,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8688",22096,"15",3,1,51,1,1,1,4,2,1,5,8,13,11423,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8689",22096,"15",3,1,25,2,1,1,4,1,1,9,14,13,11423,4500,2,2,14210,4500,2800,1,12,2009,1,2009,11,15,969,2,NA,2,2,2,2,2800,4500
"8690",22096,"15",3,2,52,1,1,1,4,2,1,5,8,13,11423,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8691",22100,"15",3,1,53,1,1,1,4,2,1,8,11,17,14423.3333333333,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8692",22100,"15",3,2,49,1,1,1,4,2,2,6,11,17,14423.3333333333,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8693",22100,"15",3,1,19,2,1,1,4,NA,1,9,9,17,14423.3333333333,4500,2,2,14210,4500,2800,NA,NA,NA,NA,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8694",22104,"15",3,1,19,2,1,1,4,NA,NA,6,9,13,15939.6666666667,4500,2,2,14210,4500,2800,NA,NA,NA,NA,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8695",22104,"15",3,2,59,1,1,1,4,2,1,9,14,13,15939.6666666667,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8696",22104,"15",3,1,53,1,1,1,4,2,1,9,14,13,15939.6666666667,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8697",22108,"15",4,1,60,1,1,1,4,2,1,5,8,18,7430,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8698",22108,"15",4,2,53,1,1,1,4,2,1,4,5,18,7430,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8699",22108,"15",4,2,24,1,1,1,4,2,1,5,8,18,7430,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8700",22108,"15",4,2,21,1,1,1,4,2,1,5,8,18,7430,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8701",22112,"15",3,1,44,1,1,1,4,2,2,5,8,11,11481,4500,2,2,14210,4500,2800,2,NA,NA,1,NA,11,15,969,2,NA,2,2,2,2,2800,4500
"8702",22112,"15",3,2,43,1,1,1,4,2,2,5,8,11,11481,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8703",22112,"15",3,1,19,2,1,1,2,NA,NA,6,11,11,11481,4500,2,2,14210,4500,2800,NA,NA,NA,NA,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8704",22116,"15",4,1,46,1,1,1,4,2,1,5,8,11,2594,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8705",22116,"15",4,2,44,1,1,1,4,2,1,5,8,11,2594,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8706",22116,"15",4,1,20,2,1,1,2,NA,1,9,12,11,2594,4500,2,2,14210,4500,2800,NA,NA,NA,NA,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8707",22120,"15",4,1,48,1,1,1,4,2,2,5,8,13,5991,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8708",22120,"15",4,2,46,1,1,1,4,2,2,5,8,13,5991,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8709",22120,"15",4,1,22,2,1,1,4,2,1,6,11,13,5991,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8710",22120,"15",4,2,24,2,1,1,4,2,1,6,11,13,5991,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8711",22124,"15",3,1,38,1,1,1,4,2,2,5,8,10,6211,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8712",22124,"15",3,2,36,1,1,1,4,2,2,4,5,10,6211,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8713",22124,"15",3,1,17,2,1,1,4,NA,NA,5,9,10,6211,4500,2,2,14210,4500,2800,NA,NA,NA,NA,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8714",22128,"15",3,1,20,2,1,1,4,2,2,6,11,14,8197.66666666667,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8715",22128,"15",3,2,48,1,1,1,4,2,2,5,8,14,8197.66666666667,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8716",22128,"15",3,1,52,1,1,1,4,2,2,5,8,14,8197.66666666667,4500,2,2,14210,4500,2800,2,NA,NA,3,NA,NA,15,969,2,NA,2,2,2,2,2800,4500
"8717",22132,"15",3,2,44,1,1,1,4,NA,2,4,2,10,8707.33333333333,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8718",22132,"15",3,1,47,1,1,1,1,1,1,6,11,10,8707.33333333333,4200,2,2,4027,4200,2800,1,2,2010,3,NA,11,27,442,2,NA,1,2,NA,NA,2800,4200
"8719",22132,"15",3,1,18,2,1,1,4,NA,1,6,12,10,8707.33333333333,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8720",22136,"15",5,2,24,1,1,1,4,NA,2,4,5,25,6654.4,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8721",22136,"15",5,2,59,1,1,1,4,NA,3,1,0,25,6654.4,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8722",22136,"15",5,1,29,1,1,1,4,NA,1,5,8,25,6654.4,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8723",22140,"15",5,2,51,1,1,1,4,NA,1,6,NA,20,4299.2,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8724",22140,"15",5,1,29,1,1,1,4,NA,1,6,NA,20,4299.2,4200,2,2,4027,4200,2800,NA,NA,NA,1,2002,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8725",22140,"15",5,1,51,1,1,1,4,NA,1,5,NA,20,4299.2,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8726",22140,"15",5,2,27,1,1,1,4,NA,1,7,NA,20,4299.2,4200,2,2,4027,4200,2800,NA,NA,NA,1,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8727",22144,"15",4,2,23,2,1,1,4,1,1,4,NA,16,7018.5,4200,2,2,4027,4200,2800,1,NA,2006,1,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8728",22144,"15",4,2,47,1,1,1,4,2,1,1,NA,16,7018.5,4200,2,2,4027,4200,2800,2,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8729",22144,"15",4,1,21,2,1,1,4,NA,1,9,NA,16,7018.5,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8730",22144,"15",4,1,44,1,1,1,4,2,1,1,NA,16,7018.5,4200,2,2,4027,4200,2800,2,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8731",22148,"15",3,2,46,1,1,1,4,NA,1,4,4,15,3521.33333333333,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8732",22148,"15",3,1,20,2,1,1,4,NA,1,6,11,15,3521.33333333333,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8733",22148,"15",3,1,50,1,1,1,4,NA,1,5,5,15,3521.33333333333,4200,2,2,4027,4200,2800,NA,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8734",22152,"15",5,2,30,1,1,1,4,NA,1,5,8,12,8382.8,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8735",22152,"15",5,1,27,1,1,1,4,1,1,5,8,12,8382.8,4200,2,2,4027,4200,2800,1,9,2011,1,2008,11,27,442,2,NA,1,2,NA,NA,2800,4200
"8736",22152,"15",5,2,52,1,1,1,4,NA,1,4,5,12,8382.8,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8737",22152,"15",5,1,58,1,1,1,4,NA,1,4,5,12,8382.8,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8738",22156,"15",4,1,42,1,1,1,4,2,1,4,2,10,5681,4200,2,2,4027,4200,2800,2,NA,NA,3,NA,15,27,442,2,NA,1,2,NA,NA,2800,4200
"8739",22156,"15",4,2,21,2,1,1,4,1,1,5,7,10,5681,4200,2,2,4027,4200,2800,1,11,2007,2,2007,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8740",22156,"15",4,2,45,1,1,1,4,2,1,4,4,10,5681,4200,2,2,4027,4200,2800,2,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8741",22160,"15",5,2,28,1,1,1,4,1,1,5,5,15,3614.2,4200,2,2,4027,4200,2800,1,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8742",22160,"15",5,1,26,1,1,1,4,1,1,5,5,15,3614.2,4200,2,2,4027,4200,2800,1,NA,2003,1,2003,21,27,442,2,NA,1,2,NA,NA,2800,4200
"8743",22164,"15",4,1,52,1,1,1,4,1,1,6,9,21,3206.75,4200,2,2,4027,4200,2800,1,0,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8744",22164,"15",4,1,24,2,1,1,4,NA,1,13,18,21,3206.75,4200,2,2,4027,4200,2800,NA,NA,NA,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8745",22164,"15",4,2,48,1,1,1,4,1,2,5,6,21,3206.75,4200,2,2,4027,4200,2800,1,0,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8746",22168,"15",4,1,39,1,1,1,4,2,1,4,NA,12,7739,4200,2,2,4027,4200,2800,2,NA,NA,2,2004,11,27,442,2,NA,1,2,NA,NA,2800,4200
"8747",22168,"15",4,2,41,1,1,1,4,2,1,4,NA,12,7739,4200,2,2,4027,4200,2800,2,NA,NA,3,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8748",22168,"15",4,2,18,2,1,1,4,1,1,5,NA,12,7739,4200,2,2,4027,4200,2800,1,8,2011,NA,NA,NA,27,442,2,NA,1,2,NA,NA,2800,4200
"8749",22172,"15",4,1,20,2,0,1,4,NA,1,11,15,8,5631.5,3600,1,1,5541,3600,2800,NA,NA,NA,NA,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8750",22172,"15",4,2,43,1,0,1,4,2,1,5,8,8,5631.5,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8751",22172,"15",4,1,42,1,0,1,4,2,1,5,8,8,5631.5,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8752",22176,"15",3,2,53,1,0,1,4,NA,1,5,8,12,15553,3600,1,1,5541,3600,2800,NA,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8753",22176,"15",3,2,26,2,0,5,4,1,1,9,15,12,15553,3600,1,1,5541,3600,2800,1,11,2010,2,2010,33,10,706,2,NA,1,1,1,1,2800,3600
"8754",22176,"15",3,1,53,1,0,1,4,NA,1,5,8,12,15553,3600,1,1,5541,3600,2800,NA,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8755",22180,"15",5,2,56,1,1,1,4,2,1,4,5,14,6376.2,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8756",22180,"15",5,2,31,1,0,1,4,2,1,5,9,14,6376.2,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8757",22180,"15",5,1,34,1,0,1,4,1,1,5,9,14,6376.2,3600,1,1,5541,3600,2800,1,8,2008,4,2008,21,10,706,2,NA,1,1,1,1,2800,3600
"8758",22184,"15",5,2,29,1,1,1,4,2,1,5,8,8,1827.8,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8759",22184,"15",5,1,32,1,0,1,4,2,1,5,8,8,1827.8,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8760",22184,"15",5,2,54,1,1,1,4,2,1,4,5,8,1827.8,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8761",22184,"15",5,1,57,1,1,1,4,2,1,5,8,8,1827.8,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8762",22188,"15",3,2,52,1,1,1,4,2,1,5,8,10,8367.66666666667,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8763",22188,"15",3,1,53,1,1,1,4,2,1,5,8,10,8367.66666666667,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8764",22188,"15",3,1,21,2,1,1,4,2,1,6,12,10,8367.66666666667,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8765",22192,"15",4,2,55,1,0,1,4,2,1,6,11,8,3956.75,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8766",22192,"15",4,1,24,2,0,1,4,NA,1,11,16,8,3956.75,3600,1,1,5541,3600,2800,NA,NA,NA,NA,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8767",22192,"15",4,1,23,2,0,1,4,2,1,8,12,8,3956.75,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8768",22192,"15",4,1,57,1,0,1,4,2,1,6,11,8,3956.75,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8769",22196,"15",4,1,39,1,1,1,4,2,1,6,11,8,4784,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8770",22196,"15",4,2,37,1,1,1,4,2,1,5,8,8,4784,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8771",22200,"15",5,1,21,NA,0,1,4,NA,1,11,14,20,6590.2,3600,1,1,5541,3600,2800,NA,NA,NA,NA,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8772",22200,"15",5,2,47,1,0,1,4,2,1,5,8,20,6590.2,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8773",22200,"15",5,1,46,1,0,1,4,2,1,5,8,20,6590.2,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8774",22204,"15",5,1,47,1,0,1,4,2,1,4,5,10,5029,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8775",22204,"15",5,1,23,1,1,1,4,2,1,5,9,10,5029,3600,1,1,5541,3600,2800,2,NA,NA,4,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8776",22204,"15",5,2,47,1,0,1,4,2,1,5,8,10,5029,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8777",22204,"15",5,2,22,1,0,1,4,2,1,5,9,10,5029,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8778",22208,"15",6,2,22,2,0,1,4,NA,1,11,14,14,5180.16666666667,3600,1,1,5541,3600,2800,NA,NA,NA,NA,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8779",22208,"15",6,2,51,1,0,1,4,2,1,4,5,14,5180.16666666667,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8780",22208,"15",6,1,26,2,0,1,4,NA,1,11,16,14,5180.16666666667,3600,1,1,5541,3600,2800,NA,NA,NA,NA,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8781",22208,"15",6,1,51,1,0,1,4,2,1,6,11,14,5180.16666666667,3600,1,1,5541,3600,2800,2,NA,NA,3,NA,NA,10,706,2,NA,1,1,1,1,2800,3600
"8782",22212,"15",3,1,44,1,1,1,4,1,1,6,11,5,6425,NA,NA,NA,NA,NA,NA,1,7,2009,4,2009,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8783",22212,"15",3,2,19,2,1,1,4,NA,1,6,11,5,6425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8784",22212,"15",3,2,39,1,1,1,4,2,1,4,5,5,6425,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8785",22216,"15",5,2,43,1,0,1,4,2,1,4,5,6,8567.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8786",22216,"15",5,1,21,2,0,1,4,1,1,9,12,6,8567.2,NA,NA,NA,NA,NA,NA,1,9,2010,1,2010,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8787",22216,"15",5,1,47,1,1,1,4,2,1,5,8,6,8567.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8788",22216,"15",5,2,20,2,0,1,4,1,1,5,9,6,8567.2,NA,NA,NA,NA,NA,NA,1,11,2009,1,2009,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8789",22220,"15",5,1,29,1,1,1,4,2,1,5,8,7,4961.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790",22220,"15",5,2,28,1,0,1,4,2,1,5,8,7,4961.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8791",22220,"15",5,1,57,1,1,1,4,2,1,4,5,7,4961.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8792",22220,"15",5,2,56,1,1,1,4,2,1,4,5,7,4961.2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8793",22224,"15",5,2,26,1,1,1,4,2,NA,6,12,4,5014.4,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8794",22224,"15",5,1,24,1,1,1,4,2,NA,6,12,4,5014.4,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8795",22224,"15",5,1,52,1,1,1,4,1,NA,6,11,4,5014.4,NA,NA,NA,NA,NA,NA,1,4,2005,4,2005,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8796",22224,"15",5,2,46,1,1,1,4,2,NA,5,NA,4,5014.4,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8797",22228,"15",3,1,22,2,1,1,4,1,1,8,9,7,13471.3333333333,NA,NA,NA,NA,NA,NA,1,2,2010,4,2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8798",22228,"15",3,2,48,1,1,1,4,2,1,4,5,7,13471.3333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8799",22228,"15",3,1,49,1,1,1,4,2,1,4,5,7,13471.3333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8800",22232,"15",3,1,37,1,1,1,4,1,1,1,NA,2,5981,NA,NA,NA,NA,NA,NA,1,3,2011,2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8801",22232,"15",3,2,38,1,0,1,4,2,1,5,8,2,5981,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8802",22236,"15",6,1,38,1,1,1,4,2,1,8,11,8,1767.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8803",22236,"15",6,2,38,1,1,1,4,2,1,5,8,8,1767.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8804",22240,"15",6,1,30,1,1,1,4,2,1,5,8,6,2391.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8805",22240,"15",6,1,53,1,1,1,4,1,1,5,8,6,2391.83333333333,NA,NA,NA,NA,NA,NA,1,5,2011,4,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8806",22240,"15",6,2,30,1,1,1,4,2,1,4,4,6,2391.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807",22240,"15",6,2,56,1,1,1,4,2,1,4,5,6,2391.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8808",22244,"15",6,2,49,1,1,1,4,2,1,5,8,4,1588.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8809",22244,"15",6,1,48,1,0,1,4,2,1,5,8,4,1588.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8810",22244,"15",6,1,26,1,0,1,4,2,1,6,12,4,1588.83333333333,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
