"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b2","Unemp","EmptType","b4_2","b5","b7","b10","b12","c11_1","c12","pa151"
"654",2330,"qinghai",3,1,45,1,1,1,1,1990,0,0,35,1990,10,7,2,9,16,36282
"655",2330,"qinghai",3,2,44,1,1,1,1,1990,0,0,35,1990,10,7,2,9,16,38599
"657",2340,"qinghai",3,1,42,1,1,1,1,NA,0,0,35,NA,NA,1,2,12,15,40348
"658",2340,"qinghai",3,2,42,1,1,1,4,NA,0,0,40,NA,10,1,2,9,14,38164
"659",2340,"qinghai",3,2,12,NA,1,1,4,NA,0,NA,NA,NA,NA,NA,NA,5,7.5,NA
"660",2350,"qinghai",5,1,36,1,1,1,4,NA,0,1,48,2008,5,NA,NA,5,8,NA
"661",2350,"qinghai",5,2,39,1,1,1,4,1992,0,0,20,1992,15,1,1,9,13,14500
"667",2360,"qinghai",5,1,32,1,1,NA,4,2011,0,0,40,2011,3,6,4,6,11,9600
"670",2370,"qinghai",3,1,52,1,1,1,1,1972,0,0,40,1972,4,1,3,9,12,NA
"671",2370,"qinghai",3,2,46,1,1,1,4,1984,0,0,40,2007,15,1,1,6,10,6940
"675",2390,"qinghai",4,1,50,1,1,1,4,1981,0,0,60,1981,16,1,3,9,12,51696
"676",2390,"qinghai",4,2,47,1,1,1,1,1984,0,0,35,1984,19,1,1,9,12,48534
"677",2390,"qinghai",4,1,24,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,11,17,NA
"679",2400,"qinghai",2,1,53,1,0,1,1,1981,0,0,48,1981,16,NA,4,NA,NA,52666
"680",2400,"qinghai",2,2,49,1,1,1,4,1979,0,0,40,1979,16,NA,2,NA,NA,45300
"681",2410,"qinghai",2,2,47,1,1,1,1,1982,0,0,40,1982,15,1,2,8,12,32980
"682",2410,"qinghai",2,1,46,1,1,1,4,1982,0,0,45,1982,19,1,2,8,12,38700
"683",2420,"qinghai",2,1,50,1,1,1,4,1982,0,0,45,1982,16,1,3,12,15,50100
"684",2420,"qinghai",2,2,50,1,1,1,4,1983,0,0,45,1983,16,1,3,12,15,48200
"687",2430,"qinghai",3,2,30,2,1,1,4,2008,0,0,40,NA,19,4,3,11,15,14400
"688",2440,"qinghai",3,1,41,1,1,1,1,1989,0,0,46,1989,16,1,4,11,15,53200
"689",2440,"qinghai",3,2,42,1,1,1,4,1994,0,0,46,1994,16,1,4,11,15,49600
"694",2460,"qinghai",2,1,55,1,0,1,1,1980,0,0,60,1980,16,1,1,11,15,48000
"696",2470,"qinghai",3,2,45,1,1,1,1,1987,0,0,60,1987,16,1,4,11,14,48000
"697",2470,"qinghai",3,1,45,1,1,1,1,1988,0,0,60,1988,16,1,4,11,14,47000
"699",2480,"qinghai",3,1,49,1,1,1,1,1984,0,0,40,1984,19,1,1,11,13,42000
"700",2480,"qinghai",3,2,49,1,1,1,1,1984,0,0,40,1984,1,1,1,9,13,44000
"702",2490,"qinghai",2,1,55,1,1,1,1,1976,0,0,40,1976,19,1,3,8,12,49000
"703",2490,"qinghai",2,2,53,1,0,1,4,1981,0,0,40,1981,17,1,2,8,12,45000
"704",2500,"qinghai",3,1,35,1,1,NA,1,1997,0,0,40,1997,19,1,2,11,16,31000
"705",2500,"qinghai",3,2,34,1,1,NA,4,2009,0,1,40,2009,17,NA,NA,9,13,NA
"708",2510,"qinghai",3,1,30,1,1,1,4,2005,0,0,40,2005,4,3,6,11,16,64192.3
"711",2520,"qinghai",4,1,42,1,1,NA,4,1987,0,0,45,1987,2,1,7,5,NA,56172.5
"714",2530,"qinghai",3,1,37,1,1,1,1,1994,0,0,35,1996,8,1,3,6,11,40941.4
"715",2530,"qinghai",3,2,38,1,1,1,4,1996,0,0,35,2011,17,4,2,9,11,14700
"717",2540,"qinghai",3,1,32,1,1,1,4,2000,0,1,70,2005,5,6,1,6,12,NA
"718",2540,"qinghai",3,2,29,1,1,1,4,2001,0,0,40,2001,5,3,1,9,15,16974
"721",2560,"qinghai",3,2,38,1,0,1,4,1992,0,0,56,2006,4,3,7,5,8,54044.5
"722",2560,"qinghai",3,1,42,1,0,2,4,1990,0,0,40,1990,4,1,7,9,14,67220.7
"724",2570,"qinghai",4,2,42,1,1,1,4,1989,1,NA,NA,NA,NA,NA,NA,6,11,2000
"725",2570,"qinghai",4,1,49,1,1,1,4,1982,0,0,70,1982,6,7,7,6,11,36621
"728",2580,"qinghai",2,1,47,1,1,1,4,1983,0,0,40,1983,6,1,7,10,13,56607.8
"729",2580,"qinghai",2,2,47,1,1,1,1,1983,0,0,40,1983,6,1,7,5,8,50537.9
"730",2590,"qinghai",1,2,26,2,1,2,2,2007,0,0,40,2007,2,4,7,9,15,53612
"731",2600,"qinghai",2,1,51,1,1,1,1,1978,0,0,40,1978,16,1,4,10,11,91455.5
"732",2600,"qinghai",2,2,48,1,1,1,1,1982,0,0,40,1982,10,1,4,10,11,70835.6
"733",2610,"qinghai",3,1,36,1,1,1,1,1999,0,0,35,1999,16,1,2,13,15,66257.5
"734",2610,"qinghai",3,2,34,1,0,1,1,1999,0,0,35,1999,19,1,2,13,15,65669
"736",2620,"qinghai",3,1,40,1,1,1,4,1995,0,0,40,1995,6,1,7,8,12,35776.6
"737",2620,"qinghai",3,2,34,1,1,1,4,2010,0,0,48,2010,8,3,2,6,9,11800
"739",2630,"qinghai",3,1,30,1,1,2,4,2008,0,0,40,2008,19,4,3,11,16,64649.6
"740",2630,"qinghai",3,2,31,1,0,1,4,2007,0,0,40,2007,19,4,2,11,16,62026
"742",2640,"qinghai",3,1,48,1,1,1,1,NA,0,0,35,1982,10,1,4,6,11,39539
"745",2650,"qinghai",4,1,29,1,0,1,2,2006,0,0,50,2006,2,3,6,6,11,31997.6
"748",2650,"qinghai",4,2,25,2,0,1,4,2009,0,0,40,2009,6,6,4,9,15,13200
"749",2660,"qinghai",5,1,47,1,0,2,4,1990,1,NA,70,1990,6,5,NA,4,8,32000
"754",2670,"qinghai",4,2,32,1,1,1,4,1997,0,0,42,2011,6,5,NA,6,9,23100
"755",2670,"qinghai",4,1,33,1,1,1,1,1995,0,0,126,2009,6,NA,NA,6,9,NA
"758",2680,"qinghai",4,1,40,2,1,1,1,1990,0,0,35,2004,6,6,6,5,8,38400
"762",2690,"qinghai",2,2,46,1,1,1,4,1988,0,0,40,1997,16,1,2,5,8,51841
"763",2690,"qinghai",2,1,19,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,9,10666.5
"764",2700,"qinghai",3,1,42,1,1,1,1,1987,0,NA,35,1991,17,1,5,6,11,58609
"765",2700,"qinghai",3,2,41,1,1,1,4,1992,0,NA,42,2003,19,5,4,6,11,NA
"767",2710,"qinghai",5,2,28,1,1,1,4,2006,0,0,56,2006,8,6,2,5,9,10000
"768",2710,"qinghai",5,1,29,1,1,2,1,2001,0,0,40,2001,19,7,7,5,9,65050
"774",2720,"qinghai",4,2,32,3,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,9,NA
"776",2730,"qinghai",4,1,47,1,1,2,4,1985,0,1,84,2000,6,4,NA,8,12,35000
"777",2730,"qinghai",4,2,45,1,1,2,4,2000,0,0,40,2000,4,5,5,5,9,8300
"778",2730,"qinghai",4,1,20,2,1,1,2,2009,0,0,60,2009,2,5,6,8,12,14300
"779",2730,"qinghai",4,2,23,2,1,2,2,2010,0,0,60,2010,17,4,2,9,15,0
"780",2740,"qinghai",3,2,36,1,0,1,4,1995,0,1,77,2011,12,NA,NA,5,8,28300
"781",2740,"qinghai",3,1,34,1,1,2,4,1994,0,0,84,2006,3,5,6,4,5,15700
"783",2750,"qinghai",5,1,39,1,1,1,4,1990,0,0,84,2004,6,6,2,5,8,28800
"786",2750,"qinghai",5,1,34,3,1,2,4,NA,1,NA,NA,NA,NA,NA,NA,5,8,NA
"790",2760,"qinghai",4,1,29,3,1,1,4,NA,0,0,56,2004,2,NA,4,6,11,NA
"792",2770,"qinghai",3,1,43,1,1,1,4,1984,0,0,49,2003,4,NA,2,5,8,55840.8
"795",2780,"qinghai",3,1,35,1,1,1,4,1998,0,0,36,1998,4,NA,5,10,13,40033
"796",2780,"qinghai",3,2,34,1,1,1,4,1998,0,0,NA,1998,4,NA,5,10,13,42433
"798",2790,"qinghai",4,1,35,1,1,1,4,1994,0,1,63,2004,8,NA,NA,5,8,NA
"802",2800,"qinghai",3,1,39,1,1,1,1,1995,0,NA,40,1995,2,NA,7,11,13,28133
"803",2800,"qinghai",3,2,36,1,1,1,4,1997,0,NA,48,2009,3,1,5,6,11,18000
"805",2810,"qinghai",3,2,47,1,1,1,4,NA,0,0,40,2002,15,NA,2,6,11,16540
"806",2810,"qinghai",3,1,49,1,1,1,4,NA,0,0,70,1997,4,NA,3,6,11,47312.3
"807",2810,"qinghai",3,2,24,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,11,13,NA
"808",2820,"qinghai",5,1,54,1,1,2,4,NA,0,0,49,2006,17,6,2,6,11,24000
"810",2820,"qinghai",5,1,27,1,1,2,4,NA,0,0,63,2001,19,6,3,5,8,12000
"811",2820,"qinghai",5,2,27,1,0,2,4,NA,0,0,35,2006,16,4,3,9,14,51113.5
"813",2830,"qinghai",2,1,52,1,1,1,4,1979,0,0,35,1979,1,NA,2,5,8,69644
"815",2840,"qinghai",2,1,34,3,1,1,4,1997,0,0,77,1997,2,NA,7,12,15,37233
"817",2850,"qinghai",2,1,48,1,1,1,4,2005,0,0,NA,2005,3,NA,2,5,8,18000
"818",2850,"qinghai",2,2,42,1,1,1,4,2005,0,0,NA,2005,3,NA,2,6,11,18000
"820",2860,"qinghai",2,2,45,1,1,1,4,2010,0,1,80,2010,17,NA,NA,8,10,36900
"821",2870,"qinghai",3,1,42,1,1,1,1,1989,0,0,30,1989,10,NA,4,9,14,37472.8
"822",2870,"qinghai",3,2,44,1,0,1,4,1988,0,0,30,1988,10,NA,4,9,14,38586.7
"824",2880,"qinghai",4,1,31,1,0,1,4,NA,0,1,63,2009,8,NA,NA,11,15,NA
"825",2880,"qinghai",4,2,33,1,0,1,4,NA,0,0,35,1998,14,NA,2,9,14,56080.5
"828",2890,"qinghai",2,1,49,1,1,1,4,1978,0,0,40,1978,1,NA,5,5,8,21960
"830",2900,"qinghai",2,1,46,3,1,1,4,1986,0,0,56,1986,3,NA,5,1,0,19710
"831",2900,"qinghai",2,2,41,2,1,1,4,1992,0,0,14,1992,16,NA,4,11,15,89118.5
"832",2910,"qinghai",1,1,25,2,1,1,2,2008,0,0,48,2008,2,1,7,11,17,33891
"833",2920,"qinghai",2,1,45,1,1,1,1,1968,0,0,80,1986,6,NA,7,8,14,59957
"834",2920,"qinghai",2,2,45,1,1,1,1,1989,0,0,56,1989,NA,NA,5,8,14,42188
"838",2930,"qinghai",4,1,25,2,1,1,4,NA,0,0,56,2000,6,6,4,6,11,18000
"839",2940,"qinghai",3,1,40,1,0,1,1,1997,0,0,7,1997,19,NA,2,11,15,75392
"840",2940,"qinghai",3,2,40,1,1,1,1,1994,0,0,8,1994,10,NA,2,11,15,91055.5
"844",2960,"qinghai",3,1,37,1,1,1,4,1996,0,0,7,1996,19,4,4,11,17,51785
"845",2960,"qinghai",3,2,37,1,1,1,4,2010,0,0,7,2010,17,1,2,10,17,12000
"847",2970,"qinghai",3,1,33,1,1,1,2,2009,0,1,70,NA,17,NA,NA,6,11,NA
"854",2990,"qinghai",4,1,28,1,0,1,4,2006,0,0,48,2006,NA,3,2,9,13,18000
"856",3000,"qinghai",3,1,41,1,1,1,1,1996,0,0,40,1996,19,NA,2,13,18,68010.2
"857",3000,"qinghai",3,2,39,1,1,1,4,1996,0,0,45,1996,16,NA,3,12,14,70963.2
"861",3020,"qinghai",4,1,30,1,1,1,4,NA,0,0,84,2011,2,5,2,6,11,13200
"862",3020,"qinghai",4,2,24,1,0,1,4,NA,0,0,72,2010,15,3,6,5,8,9600
"865",3030,"qinghai",3,1,38,1,1,1,4,1992,0,NA,40,2011,6,6,2,6,11,16400
"866",3030,"qinghai",3,2,36,1,0,1,4,1997,0,NA,70,2009,9,3,3,7,11,13600
"868",3040,"qinghai",2,2,43,3,1,1,4,1988,0,0,42,2009,3,1,5,10,13,27940
"870",3050,"qinghai",3,1,49,1,NA,1,4,2000,0,1,63,2000,8,NA,NA,6,11,NA
"876",3070,"qinghai",3,1,45,1,1,1,1,NA,0,0,48,1985,2,1,7,5,8,83587
"877",3070,"qinghai",3,2,41,1,0,1,3,NA,0,0,42,1994,17,4,5,10,14,66743
"879",3080,"qinghai",2,1,45,1,1,1,4,1986,0,0,40,1986,2,2,4,6,10,34161.6
"880",3080,"qinghai",2,2,45,1,1,1,4,1990,0,0,35,1990,13,2,5,6,10,64207
"881",3090,"qinghai",3,1,44,1,1,1,4,1993,0,0,40,1993,4,7,6,9,14,38923.4
"882",3090,"qinghai",3,2,39,1,1,1,4,1990,0,0,40,1990,6,7,7,8,10,5300000
"884",3100,"qinghai",3,2,42,1,1,1,4,2008,0,0,48,2008,2,6,5,5,8,12000
"888",3110,"qinghai",3,2,33,1,1,1,1,NA,0,0,40,2005,15,6,2,10,14,18300
"890",3120,"qinghai",3,1,41,1,1,1,4,1995,0,0,56,1995,6,5,6,8,13,51064.7
"893",3130,"qinghai",3,2,38,1,1,1,1,2002,0,0,35,2002,15,3,1,9,15,13000
"894",3130,"qinghai",3,1,38,1,1,1,1,1992,0,0,40,1992,6,7,6,8,14,50427.3
"896",3140,"qinghai",3,1,43,1,0,1,4,NA,0,0,40,1990,10,4,3,9,14,72454.8
"897",3140,"qinghai",3,2,43,1,1,1,1,NA,0,0,35,1985,19,4,5,11,15,76700.8
"899",3150,"qinghai",2,2,52,1,1,NA,4,1997,0,0,40,2008,19,5,2,9,14,12000
"901",3160,"qinghai",2,2,47,1,1,2,4,1986,0,1,56,1986,8,NA,NA,9,14,NA
"902",3160,"qinghai",2,2,24,2,1,2,4,2006,0,1,56,2006,8,NA,NA,8,11,NA
"903",3170,"qinghai",3,2,41,1,1,1,4,1990,0,0,63,2009,12,3,1,5,8,10800
"906",3180,"qinghai",3,1,50,1,1,2,4,1990,0,0,63,2005,15,NA,NA,6,10,NA
"909",3190,"qinghai",3,1,42,1,1,1,1,1989,0,0,9,1989,16,1,2,9,14,73599.5
"910",3190,"qinghai",3,2,43,1,1,1,4,1988,0,0,8,2010,3,5,3,6,11,24200
"912",3200,"qinghai",4,1,43,1,1,1,4,1985,0,0,35,1985,14,5,2,5,8,65170.5
"913",3200,"qinghai",4,2,39,1,1,1,4,1993,0,0,40,2011,17,6,2,8,12,18225
"916",3210,"qinghai",4,1,32,1,1,1,4,1996,0,0,49,1996,2,2,3,6,11,33913.1
"917",3210,"qinghai",4,2,30,1,1,1,4,2010,0,0,70,2010,17,3,2,5,8,19800
"920",3220,"qinghai",2,1,47,1,0,1,1,1983,0,0,40,1983,18,7,1,9,14,78380
"921",3220,"qinghai",2,2,47,1,0,1,1,1989,0,0,40,1989,19,7,2,11,15,77093
"922",3230,"qinghai",2,2,43,1,1,1,4,1992,0,0,36,1992,6,5,7,6,11,48064
"924",3240,"qinghai",4,1,56,1,1,1,4,1977,0,0,8,1977,4,NA,NA,5,9,54482.6
"926",3240,"qinghai",4,2,21,2,1,1,4,2009,0,0,20,2009,15,1,4,4,3,9768
"928",3250,"qinghai",3,1,33,1,1,1,4,1997,0,0,50,1997,2,NA,7,10,14,70507.9
"929",3250,"qinghai",3,2,35,1,1,1,4,1997,0,0,40,2002,2,NA,7,10,14,69368.8
"931",3260,"qinghai",3,1,40,1,1,NA,1,NA,0,0,40,1997,4,7,7,11,15,89450.6
"934",3270,"qinghai",3,1,39,1,1,1,1,1995,0,0,60,1995,16,1,3,11,16,61646.3
"935",3270,"qinghai",3,2,38,1,0,1,1,1995,0,0,60,1995,16,1,3,11,16,61780.3
"937",3280,"qinghai",3,2,41,1,1,1,4,1995,0,0,50,1995,6,7,7,8,11,42399.1
"938",3280,"qinghai",3,1,42,1,1,1,4,1991,0,0,63,1991,6,4,7,10,14,109909
"940",3290,"qinghai",3,1,49,1,1,1,4,1984,0,0,84,1984,6,1,7,6,11,55963.3
"941",3290,"qinghai",3,2,49,1,1,2,4,1987,0,0,70,2011,9,3,2,6,11,8000
"943",3300,"qinghai",4,2,45,1,1,1,4,1991,0,0,49,2005,15,1,5,5,8,15696
"944",3300,"qinghai",4,1,40,1,1,1,4,1992,0,0,32,1992,4,3,7,6,10,45194.8
"945",3300,"qinghai",4,1,20,2,1,1,2,2011,0,0,56,2011,4,3,7,8,11,NA
"947",3310,"qinghai",3,1,35,1,1,1,4,1999,0,0,48,1999,4,1,7,11,16,91750.1
"948",3310,"qinghai",3,2,35,1,1,1,1,1999,0,0,48,1999,4,1,7,12,15,86784.9
"950",3320,"qinghai",3,1,48,1,1,NA,4,1979,0,0,35,1979,17,7,3,9,13,83672.7
"951",3320,"qinghai",3,2,42,1,1,NA,1,1990,0,0,35,1990,17,7,3,8,13,71617.8
"953",3330,"qinghai",3,2,35,1,1,2,2,1995,0,0,30,2005,3,3,6,5,8,35623
"954",3330,"qinghai",3,1,34,1,1,2,2,1993,0,0,40,2007,9,3,2,5,8,30700
"956",3340,"qinghai",4,2,37,1,1,1,1,1998,0,0,35,1998,15,4,2,9,11,25870
"959",3340,"qinghai",4,1,41,1,1,2,1,1991,0,1,35,2012,9,3,7,5,8,NA
"964",3360,"qinghai",4,1,55,1,0,2,4,1995,0,0,56,2006,6,6,1,4,5,30790
"968",3370,"qinghai",3,2,39,1,1,1,4,1993,0,0,35,1993,19,4,2,12,18.5,54705
"969",3370,"qinghai",3,1,42,1,1,1,1,1989,0,0,38,1989,19,1,2,9,12,67941
"971",3380,"qinghai",3,1,45,1,0,1,1,1983,0,0,35,1983,6,3,7,8,11,59084.1
"972",3380,"qinghai",3,2,44,1,0,1,4,1987,0,0,35,1987,1,4,1,8,11,76677
"973",3380,"qinghai",3,1,22,2,0,1,2,2011,0,0,35,2011,6,4,7,11,16,0
"976",3400,"qinghai",6,1,29,1,0,2,4,1999,0,0,50,1996,6,3,2,5,8,30300
"978",3400,"qinghai",6,1,52,1,0,2,4,1976,0,0,50,1976,6,6,2,5,8,17500
"980",3400,"qinghai",6,1,24,2,0,2,4,2000,0,0,50,2000,6,6,2,4,2,20300
"981",3400,"qinghai",6,1,19,2,0,2,4,NA,1,NA,NA,NA,NA,NA,NA,9,14.5,NA
"982",3410,"qinghai",5,1,40,1,0,2,4,1993,0,0,50,1993,6,6,1,1,NA,36400
"984",3410,"qinghai",5,1,20,2,0,2,4,2010,1,NA,NA,NA,NA,NA,NA,4,5,13900
"988",3420,"qinghai",4,1,37,1,1,2,4,1998,1,NA,NA,NA,NA,NA,NA,5,8,NA
"991",3430,"qinghai",3,1,37,1,1,1,4,1992,0,0,84,2005,1,7,4,5,8,10605
"997",3450,"qinghai",4,1,42,1,0,1,4,1990,1,NA,NA,NA,NA,NA,NA,5,8,2000
"998",3450,"qinghai",4,2,44,1,0,1,4,1984,0,0,70,2008,8,4,4,5,8,30000
"999",3450,"qinghai",4,1,22,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,11,NA
"1001",3460,"qinghai",3,1,54,1,0,1,4,NA,0,1,60,2009,6,NA,NA,4,5,0
"1005",3470,"qinghai",3,2,55,1,1,1,4,1990,0,0,54,2011,9,6,2,6,11,9800
"1007",3480,"qinghai",2,1,39,3,1,1,4,1992,1,NA,NA,NA,NA,NA,NA,6,11,8850
"1009",3490,"qinghai",3,1,40,1,0,1,1,1998,0,0,40,1998,16,1,3,11,14,71573.5
"1010",3490,"qinghai",3,2,39,1,0,1,4,1998,0,0,40,1998,16,1,3,11,14,71612.5
"1012",3500,"qinghai",5,1,34,1,0,2,4,2003,0,0,70,2003,5,6,2,4,5,16500
"1013",3500,"qinghai",5,2,32,1,0,2,4,2004,0,0,71,2004,8,6,1,4,5,7200
"1024",3530,"qinghai",5,1,40,1,1,1,2,1988,0,0,48,1988,15,1,2,9,14,15000
"1025",3530,"qinghai",5,2,38,1,1,1,4,1993,0,1,70,2008,12,4,1,5,9,NA
"1027",3540,"qinghai",5,1,30,1,0,1,4,1998,0,0,63,2009,3,1,7,4,6,15340
"1032",3550,"qinghai",2,1,35,1,1,1,4,1985,0,0,40,2011,3,3,7,8,15,17051
"1033",3550,"qinghai",2,2,34,1,0,1,4,2002,0,0,40,2008,15,4,1,9,16,10918
"1034",3560,"qinghai",3,1,44,1,1,1,4,1987,0,0,50,1998,19,1,1,6,10,9450
"1035",3560,"qinghai",3,2,42,1,1,1,1,1994,0,0,60,1996,15,1,2,9,13,9453
"1038",3570,"qinghai",7,1,33,1,0,1,4,NA,0,0,50,2005,2,5,2,4,NA,7000
"1039",3570,"qinghai",7,2,32,1,0,1,4,NA,0,1,56,2008,15,5,1,5,NA,7000
"1040",3570,"qinghai",7,1,27,1,0,1,4,NA,0,1,40,2006,6,5,1,4,NA,7100
"1044",3580,"qinghai",3,1,56,1,0,1,4,1978,0,0,48,2011,17,6,2,9,15,36000
"1046",3580,"qinghai",3,1,25,1,0,1,4,2005,0,0,48,2011,3,3,5,8,9,23144
"1047",3590,"qinghai",3,1,45,1,0,1,1,2000,0,0,56,2000,5,3,2,5,8,22000
"1050",3600,"qinghai",2,2,46,1,1,1,4,1984,0,0,40,1984,1,1,3,9,NA,48100
"1051",3600,"qinghai",2,1,46,1,1,1,1,1985,0,0,40,1985,1,1,2,9,NA,45960
"1052",3610,"qinghai",3,1,42,1,1,NA,1,1991,0,0,40,1991,1,1,2,11,NA,63079
"1053",3610,"qinghai",3,2,41,1,1,NA,1,1991,0,0,40,1991,1,1,2,11,NA,51611
"1055",3620,"qinghai",3,1,49,1,1,1,1,1982,0,0,56,2003,1,1,2,8,12,39156
"1056",3620,"qinghai",3,2,50,1,1,1,4,1981,0,1,24,2007,8,NA,NA,6,8,NA
"1057",3620,"qinghai",3,2,24,2,1,1,1,2011,0,0,56,2011,1,4,4,9,15,30000
"1059",3630,"qinghai",3,1,38,1,1,1,1,1996,0,0,56,2005,6,3,2,6,NA,NA
"1061",3640,"qinghai",2,1,48,1,1,1,1,1982,0,0,40,1982,1,1,3,8,NA,56266
"1065",3660,"qinghai",3,1,49,1,0,1,4,1982,0,0,40,1982,16,1,3,9,15,60304
"1066",3660,"qinghai",3,2,48,1,0,1,1,1984,0,0,40,1984,19,4,2,9,15,49340
"1067",3660,"qinghai",3,1,26,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,11,15,NA
"1068",3670,"qinghai",3,1,42,1,1,1,4,1990,0,0,40,1990,16,1,2,9,NA,50673
"1071",3680,"qinghai",3,1,33,1,1,1,4,1997,0,0,48,1997,16,4,3,11,16,42527
"1072",3680,"qinghai",3,2,32,1,1,1,4,2005,0,0,40,2005,17,4,2,11,16,39256
"1077",3700,"qinghai",3,1,29,1,1,1,2,1998,0,0,40,2010,4,NA,2,5,9,15305
"1078",3700,"qinghai",3,2,30,1,1,1,2,2003,0,0,40,2008,15,NA,1,9,11,10203
"1080",3710,"qinghai",5,1,52,1,0,1,4,1982,0,0,408,2011,8,5,1,1,0,7500
"1087",3730,"qinghai",3,2,40,1,1,1,NA,1988,0,1,63,2002,8,NA,NA,5,9,17015
"1088",3730,"qinghai",3,1,49,1,1,1,NA,1980,0,0,40,2009,17,1,1,6,11,13889
"1090",3740,"qinghai",3,1,40,1,1,1,4,1980,0,0,56,1980,3,1,4,5,9,21400
"1091",3740,"qinghai",3,2,38,1,1,1,4,2002,0,0,56,2002,15,6,4,6,12,9185
"1097",3770,"qinghai",2,1,32,1,0,1,1,NA,0,0,40,NA,18,4,3,11,16,40789
"1098",3770,"qinghai",2,2,30,1,0,1,1,NA,0,0,40,NA,18,4,2,11,16,39191
"1099",3780,"qinghai",3,1,40,1,1,1,1,1991,0,0,50,1991,16,4,3,10,15,50336
"1100",3780,"qinghai",3,2,40,1,1,1,4,1991,0,0,50,1991,16,4,3,11,16,50336
"1102",3790,"qinghai",2,2,39,3,1,1,4,1994,0,0,40,1994,12,4,4,6,12,15200
"1104",3800,"qinghai",3,1,42,1,1,1,1,1991,0,0,40,1991,12,4,3,7,12,33356
"1107",3810,"qinghai",3,1,37,1,1,1,4,1998,0,0,40,1998,3,4,5,5,9,25400
"1108",3810,"qinghai",3,2,33,1,1,1,4,2007,0,1,56,2007,7,6,2,5,9,NA
"1110",3820,"qinghai",2,1,49,1,0,1,1,1979,0,0,NA,1979,17,1,2,9,15,53152
"1111",3820,"qinghai",2,2,48,1,0,1,1,1983,0,0,NA,1983,17,1,3,9,15,49064
"1112",3830,"qinghai",3,2,37,1,1,1,4,1992,0,0,70,1992,17,1,2,6,12,NA
"1113",3830,"qinghai",3,1,42,1,1,1,4,1990,0,1,56,1990,15,1,2,9,15,8400
"1121",3870,"qinghai",6,1,39,1,1,1,4,1992,0,1,60,2006,6,NA,NA,5,9,17360
"1122",3870,"qinghai",6,2,38,1,1,1,4,1996,0,1,50,2006,8,6,1,6,11,7440
"1127",3880,"qinghai",3,1,41,1,0,1,4,1992,0,0,56,1992,11,5,4,8,14,31400
"1130",3890,"qinghai",3,2,44,1,0,1,4,1990,0,0,56,2010,5,5,2,6,12,4800
"1131",3890,"qinghai",3,1,43,1,0,1,4,1990,0,0,56,2010,5,5,2,5,9,4800
"1133",3900,"qinghai",3,1,48,1,1,1,1,NA,0,0,48,1984,8,1,3,6,10,13920
"1134",3900,"qinghai",3,2,46,1,1,1,4,NA,0,0,36,2004,15,1,1,5,8,9280
"1136",3910,"qinghai",4,1,40,1,0,1,4,1990,0,0,70,2012,15,NA,NA,5,NA,11480
"1137",3910,"qinghai",4,2,38,1,0,1,4,1992,0,1,35,1992,15,NA,NA,1,NA,11480
"1138",3910,"qinghai",4,1,18,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA
"1141",3920,"qinghai",5,2,37,1,1,1,4,1997,0,0,40,2001,15,5,2,9,NA,52430
"1145",3930,"qinghai",2,1,42,1,1,1,1,1993,0,0,42,1993,3,1,6,9,15,35451
"1146",3930,"qinghai",2,2,48,1,1,1,1,1983,0,0,42,1983,3,1,6,9,15,43329
"1147",3940,"qinghai",3,2,35,1,0,1,4,1995,0,0,40,2008,15,NA,1,9,15,17800
"1148",3940,"qinghai",3,1,41,1,1,1,4,1992,0,0,40,1992,16,NA,5,9,15,42651
"1152",3960,"qinghai",3,1,38,1,1,1,4,1998,0,0,56,1998,1,1,7,5,8,16632
"1153",3960,"qinghai",3,2,36,1,0,1,4,1996,0,0,56,1996,15,6,3,6,12,11087
"1155",3970,"qinghai",3,1,48,1,1,1,1,1982,0,0,56,1982,2,1,7,6,12,17520
"1156",3970,"qinghai",3,2,46,1,1,1,4,1985,0,0,56,1985,2,1,7,6,12,16480
"1157",3970,"qinghai",3,2,23,2,1,1,4,2011,0,1,56,2011,9,6,6,11,15.5,9805
"1158",3980,"qinghai",3,1,41,1,0,1,4,1993,1,NA,40,2009,4,6,1,5,8,17600
"1161",3990,"qinghai",3,1,36,1,1,1,2,1994,0,0,27,1994,4,NA,6,7,14,28710
"1162",3990,"qinghai",3,2,35,1,1,1,2,2000,0,0,25,2000,4,NA,5,7,14,19140
"1164",4000,"qinghai",3,1,42,1,1,NA,1,1996,0,0,32,1996,15,5,1,7,13,6000
"1165",4000,"qinghai",3,2,38,1,1,NA,1,2007,0,0,30,2007,15,5,1,5,8,6000
"1167",4010,"qinghai",3,1,48,1,1,1,4,1983,0,0,40,1983,3,NA,7,9,13,28145
"1168",4010,"qinghai",3,2,47,1,1,1,4,1983,0,0,40,1984,3,NA,7,6,10,25977
"1169",4010,"qinghai",3,2,23,2,1,1,4,2011,0,0,40,2011,5,5,6,11,16,3600
